PR_Number,PR_MU_Number,CWT_Code,Number_Released,Release_name,Hatchery_name,Stock_name,brood_year,StockID,Name
33,2,'043869,13763,ANITA BAY 107-30,BURNETT INLET,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043870,15758,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2013,244,M-siakhw
31,2,'043872,36143,THANE NET PENS 111-40,MACAULAY,MACAULAY H,2013,240,M-niakhw
31,2,'043875,22301,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2013,240,M-niakhw
31,2,'043877,12339,THANE NET PENS 111-40,MACAULAY,MACAULAY H,2013,240,M-niakhw
34,2,'043885,53236,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2013,246,M-soakhw
34,2,'043886,30067,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK R,2013,246,M-soakhw
34,2,'043887,30904,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2013,246,M-soakhw
31,2,'043889,20048,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2014,240,M-niakhw
31,2,'043890,20211,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2014,240,M-niakhw
31,2,'043891,22413,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2014,240,M-niakhw
30,2,'043964,5464,TAKU R 111-32,NA,TAKU R 111-32,2014,238,M-tranhw
30,2,'043966,6562,TAKU R 111-32,NA,TAKU R 111-32,2014,238,M-tranhw
30,2,'043967,5710,TAKU R 111-32,NA,TAKU R 111-32,2017,238,M-tranhw
31,2,'043970,3022,CHILKAT R 115-32,NA,CHILKAT R 115-32,2014,240,M-niakhw
31,2,'043971,4309,CHILKAT R 115-32,NA,CHILKAT R 115-32,2014,240,M-niakhw
33,2,'043972,4062,STIKINE R 108-40,NA,STIKINE R 108-40,2014,244,M-siakhw
33,2,'043976,9502,STIKINE R 108-40,NA,STIKINE R 108-40,2013,244,M-siakhw
31,2,'043977,6603,COWEE CR 115-20,NA,COWEE CR 115-20,2013,240,M-niakhw
31,2,'043982,10265,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'043983,8699,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
31,2,'043986,10660,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
31,2,'043987,10467,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'043988,10767,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'043989,10455,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'043993,14380,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
31,2,'043996,16900,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
32,2,'043997,17353,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'043998,17458,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'043999,17251,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
31,2,'044015,9082,BURRO CR 115-34,BURRO CREEK,BURRO CR,1994,240,M-niakhw
32,2,'044019,10093,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,1995,242,M-noakhw
33,2,'044020,11975,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1997,244,M-siakhw
31,2,'044021,9126,BERNERS R 115-20,NA,BERNERS R 115-20,1999,240,M-niakhw
32,2,'044064,23257,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
31,2,'044065,20503,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
31,2,'044066,19279,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
31,2,'044067,19573,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
31,2,'044072,21835,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2014,240,M-niakhw
32,2,'044074,29523,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'044075,29186,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'044076,29257,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'044077,29592,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'044078,29371,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'044079,29365,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'044080,28617,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2014,242,M-noakhw
32,2,'044090,9950,CRESCENT BAY 113-41,SHELDON JACKSON,INDIAN R 113-41,2014,242,M-noakhw
32,2,'044091,9447,CRESCENT BAY 113-41,SHELDON JACKSON,INDIAN R 113-41,2014,242,M-noakhw
33,2,'044093,9055,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,2015,244,M-siakhw
33,2,'044094,11350,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,2015,244,M-siakhw
31,2,'044096,4715,AUKE CR 111-50,NA,AUKE CR,2016,240,M-niakhw
33,2,'044097,2087,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,2015,244,M-siakhw
33,2,'044158,920,ST JOHN CR 106-42,NA,ST JOHN CR,1995,244,M-siakhw
31,2,'044164,4118,AUKE CR 111-50,NA,AUKE CR,2015,240,M-niakhw
31,2,'044166,4296,BERNERS R 115-20,NA,BERNERS R 115-20,2015,240,M-niakhw
31,2,'044167,7037,BERNERS R 115-20,NA,BERNERS R 115-20,2015,240,M-niakhw
33,2,'044168,10374,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044170,10404,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044171,10391,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044172,10460,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044173,10514,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044174,10472,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044175,10505,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044176,10327,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044177,9606,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044178,8940,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044179,8686,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044180,10773,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2014,244,M-siakhw
33,2,'044181,10703,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2014,244,M-siakhw
33,2,'044195,8861,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044196,9100,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044197,9049,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044198,8731,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044199,9297,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
31,2,'044201,234,DUCK CR 111-50,NA,DUCK CR 111-50,1995,240,M-niakhw
33,2,'044214,5855,UNUK R 101-75,NA,UNUK R 101-75,1994,244,M-siakhw
33,2,'044215,1958,UNUK R 101-75,NA,UNUK R 101-75,1994,244,M-siakhw
30,2,'044216,4638,TAKU R 111-32,NA,TAKU R 111-32,1994,238,M-tranhw
30,2,'044233,10253,TAKU R 111-32,NA,TAKU R 111-32,1994,238,M-tranhw
33,2,'044264,7616,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044265,10064,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044266,9289,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044279,10284,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044280,10676,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044281,10743,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044282,10742,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044283,10442,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044288,11504,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044289,11551,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2014,244,M-siakhw
33,2,'044290,13386,ANITA BAY 107-30,BURNETT INLET,WHITMAN LAKE H,2014,244,M-siakhw
33,2,'044291,14835,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2014,244,M-siakhw
31,2,'044292,7824,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2014,240,M-niakhw
31,2,'044293,9073,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2014,240,M-niakhw
31,2,'044296,14822,THANE NET PENS 111-40,MACAULAY,MACAULAY H,2014,240,M-niakhw
33,2,'044301,11174,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1998,244,M-siakhw
33,2,'044302,8481,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1998,244,M-siakhw
31,2,'044303,9453,BERNERS R 115-20,NA,BERNERS R 115-20,1997,240,M-niakhw
32,2,'044304,10547,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,2000,242,M-noakhw
33,2,'044316,10446,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,1999,244,M-siakhw
33,2,'044317,10605,WARD LK 101-47,DEER MOUNTAIN,WARD LK+KETCHIKAN CR,1995,244,M-siakhw
31,2,'044318,31135,THANE NET PENS 111-40,MACAULAY,MACAULAY H,2014,240,M-niakhw
33,2,'044321,5505,WARD LK 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
31,2,'044334,5688,SLIPPERY CR 109-43,NA,SLIPPERY CR,1995,240,M-niakhw
33,2,'044335,6057,UNUK R 101-75,NA,UNUK R 101-75,1995,244,M-siakhw
33,2,'044336,5301,UNUK R 101-75,NA,UNUK R 101-75,1995,244,M-siakhw
31,2,'044337,5973,AUKE CR 111-50,NA,AUKE CR,1996,240,M-niakhw
31,2,'044338,1406,AUKE CR 111-50,NA,AUKE CR,1996,240,M-niakhw
32,2,'044340,1834,WRINKLENECK CR113-41,MEDVEJIE CIF,MEDVEJIE H,1998,242,M-noakhw
32,2,'044347,10993,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,1994,242,M-noakhw
33,2,'044348,11536,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1996,244,M-siakhw
31,2,'044349,9185,BURRO CR 115-34,BURRO CREEK,BURRO CR,1995,240,M-niakhw
33,2,'044350,8677,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1996,244,M-siakhw
33,2,'044351,10847,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1995,244,M-siakhw
32,2,'044352,8095,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,1998,242,M-noakhw
33,2,'044355,15520,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1995,244,M-siakhw
34,2,'044364,42644,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2014,246,M-soakhw
34,2,'044365,39958,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK LK,2014,246,M-soakhw
34,2,'044366,30476,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2014,246,M-soakhw
31,2,'044373,19991,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2015,240,M-niakhw
31,2,'044374,19896,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2015,240,M-niakhw
31,2,'044375,21733,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2015,240,M-niakhw
31,2,'044376,20680,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2015,240,M-niakhw
31,2,'044378,10728,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'044379,10535,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'044380,10912,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
31,2,'044381,10710,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
31,2,'044382,10557,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
31,2,'044383,10753,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
31,2,'044384,10598,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
31,2,'044385,10683,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
31,2,'044386,9874,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
32,2,'044389,13907,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2015,242,M-noakhw
31,2,'044393,20129,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2016,240,M-niakhw
31,2,'044394,21717,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'044395,21681,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
31,2,'044396,18341,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
32,2,'044401,9659,SHAMROCK BAY 113-32,MEDVEJIE,MEDVEJIE H,1994,242,M-noakhw
32,2,'044402,9998,SHAMROCK BAY 113-32,MEDVEJIE,MEDVEJIE H,1994,242,M-noakhw
32,2,'044404,9816,SHAMROCK BAY 113-32,MEDVEJIE,MEDVEJIE H,1994,242,M-noakhw
34,2,'044425,8902,OLD FRANKS+KLAWOCK R,KLAWOCK RIVER,KARTA R,1994,246,M-soakhw
34,2,'044426,10815,OLD FRANKS+KLAWOCK R,KLAWOCK RIVER,KARTA R,1994,246,M-soakhw
33,2,'044427,11277,OLD FRANKS LKS102-60,KLAWOCK RIVER,KARTA R,1994,244,M-siakhw
33,2,'044428,10957,OLD FRANKS LKS102-60,KLAWOCK RIVER,KARTA R,1994,244,M-siakhw
31,2,'044448,10241,PORT ARMSTRONG109-10,PORT ARMSTRONG,HIDDEN FALLS H,1994,240,M-niakhw
31,2,'044449,10024,PORT ARMSTRONG109-10,PORT ARMSTRONG,HIDDEN FALLS H,1994,240,M-niakhw
31,2,'044450,10088,PORT ARMSTRONG109-10,PORT ARMSTRONG,HIDDEN FALLS H,1994,240,M-niakhw
31,2,'044451,10262,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1995,240,M-niakhw
31,2,'044452,9178,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1996,240,M-niakhw
31,2,'044453,10119,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1997,240,M-niakhw
31,2,'044454,10421,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1997,240,M-niakhw
31,2,'044455,5155,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1997,240,M-niakhw
31,2,'044456,10032,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1998,240,M-niakhw
33,2,'044458,9529,WARD LK 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
33,2,'044459,10236,WARD LK 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
33,2,'044460,9474,WARD LK 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
33,2,'044461,11343,WARD LK 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
33,2,'044462,10990,WARD LK 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
33,2,'044463,10908,KETCHIKAN CR 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
31,2,'044467,19208,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2015,240,M-niakhw
32,2,'044468,25460,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2015,242,M-noakhw
32,2,'044469,28268,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2015,242,M-noakhw
32,2,'044470,28552,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2015,242,M-noakhw
32,2,'044471,27827,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2015,242,M-noakhw
32,2,'044472,27551,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2015,242,M-noakhw
34,2,'044490,11600,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2015,246,M-soakhw
34,2,'044491,10665,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2015,246,M-soakhw
34,2,'044492,10659,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2015,246,M-soakhw
34,2,'044494,21016,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK LK,2015,246,M-soakhw
34,2,'044495,23136,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK LK,2015,246,M-soakhw
34,2,'044496,22580,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK LK,2015,246,M-soakhw
33,2,'044501,11052,KETCHIKAN CR 101-47,DEER MOUNTAIN,REFLECTION LK 101-80,1994,244,M-siakhw
33,2,'044503,11375,WARD LK 101-47,DEER MOUNTAIN,WARD LK+KETCHIKAN CR,1995,244,M-siakhw
33,2,'044505,3117,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,1996,244,M-siakhw
33,2,'044506,3161,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,1996,244,M-siakhw
33,2,'044507,3145,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,1996,244,M-siakhw
33,2,'044508,3052,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,1996,244,M-siakhw
32,2,'044512,10119,CRESCENT BAY 113-41,SHELDON JACKSON,SHELDON JACKSON H,1994,242,M-noakhw
31,2,'044515,10539,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,1994,240,M-niakhw
31,2,'044516,10509,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,1994,240,M-niakhw
31,2,'044517,7388,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,1994,240,M-niakhw
31,2,'044518,10891,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,1994,240,M-niakhw
32,2,'044520,10080,SHAMROCK BAY 113-32,MEDVEJIE,MEDVEJIE H,1994,242,M-noakhw
31,2,'044524,2655,BERNERS R 115-20,NA,BERNERS R 115-20,1998,240,M-niakhw
32,2,'044527,10152,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,2004,242,M-noakhw
33,2,'044528,6548,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1999,244,M-siakhw
31,2,'044529,23943,BERNERS R 115-20,NA,BERNERS R 115-20,1994,240,M-niakhw
31,2,'044530,23999,BERNERS R 115-20,NA,BERNERS R 115-20,1996,240,M-niakhw
31,2,'044531,24713,BERNERS R 115-20,NA,BERNERS R 115-20,1997,240,M-niakhw
31,2,'044535,16863,DEER LK 109-10,MEDVEJIE CIF,HIDDEN FALLS H,1994,240,M-niakhw
33,2,'044540,9900,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044541,10224,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044542,10168,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044545,10823,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044546,11089,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044547,10905,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044548,10516,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044549,10833,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044550,10706,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044551,10616,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044552,10634,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044553,10758,EARL WEST COV 107-40,WHITMAN LAKE,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044554,10788,EARL WEST COV 107-40,WHITMAN LAKE,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044555,11216,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044556,10400,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044557,10729,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044558,10662,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044559,10648,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,1994,244,M-siakhw
33,2,'044560,10552,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,1994,244,M-siakhw
31,2,'044566,15877,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2015,240,M-niakhw
31,2,'044569,54066,THANE NET PENS 111-40,MACAULAY,MACAULAY H,2015,240,M-niakhw
33,2,'044570,15422,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2015,244,M-siakhw
33,2,'044571,10570,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2015,244,M-siakhw
33,2,'044572,10574,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2015,244,M-siakhw
33,2,'044573,10698,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2015,244,M-siakhw
33,2,'044574,10681,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2015,244,M-siakhw
33,2,'044575,10557,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2015,244,M-siakhw
33,2,'044576,10444,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044577,10260,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044578,10221,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044579,9942,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044580,10356,ANITA BAY 107-30,BURNETT INLET,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044588,10986,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044589,11042,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044590,11110,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044591,22143,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2015,244,M-siakhw
33,2,'044595,15235,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044596,11028,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044597,11017,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044598,10730,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044599,10888,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2015,244,M-siakhw
33,2,'044605,9397,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1996,244,M-siakhw
33,2,'044606,9036,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1996,244,M-siakhw
33,2,'044607,10030,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,1995,244,M-siakhw
33,2,'044608,9993,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,1995,244,M-siakhw
33,2,'044609,19931,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,1994,244,M-siakhw
32,2,'044612,4831,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE H,1994,242,M-noakhw
34,2,'044613,12574,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1994,246,M-soakhw
34,2,'044614,11624,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1994,246,M-soakhw
34,2,'044615,10111,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1994,246,M-soakhw
31,2,'044620,4691,TAIYA INLET 115-34,JERRY MYERS,PULLEN CR,1994,240,M-niakhw
33,2,'044623,3522,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,1996,244,M-siakhw
32,2,'044627,3463,OPHIR CR 182-80,NA,OPHIR CR 182-80,1997,242,M-noakhw
32,2,'044628,1493,OPHIR CR 182-80,NA,OPHIR CR 182-80,1997,242,M-noakhw
32,2,'044629,5292,NAKWASINA R 113-43,NA,NAKWASINA R,1996,242,M-noakhw
32,2,'044630,4688,NAKWASINA R 113-43,NA,NAKWASINA R,1996,242,M-noakhw
32,2,'044631,1969,WRINKLENECK CR113-41,MEDVEJIE CIF,MEDVEJIE H,1996,242,M-noakhw
31,2,'044639,5121,AUKE CR 111-50,NA,AUKE CR,1997,240,M-niakhw
30,2,'044640,10714,TAKU R 111-32,NA,TAKU R 111-32,1995,238,M-tranhw
30,2,'044641,4645,TAKU R 111-32,NA,TAKU R 111-32,1995,238,M-tranhw
30,2,'044642,10263,TAKU R 111-32,NA,TAKU R 111-32,1996,238,M-tranhw
30,2,'044643,9569,TAKU R 111-32,NA,TAKU R 111-32,1996,238,M-tranhw
